"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Serie Articulos Instituto indigenista peruano Lima";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1967";"1";"0";"1967";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Shaman";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"1";"1";"2000";"8";"2";"0";"0";"0";"0";"0";"0";"4";"0"
"Shaman";"1216-7827";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"4";"1-2";"2009";"17";"1-2";"0";"0";"0";"0";"0";"0";"14";"0"
"Sibirica";"1361-7362";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2002";"2";"1";"2009";"8";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Sierra Leone Bulletin of Religion";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"4";"2";"1968";"10";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Sierra Leone Studies NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"16";"0";"1969";"24";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Sign language studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"3";"0";"1997";"93";"357-72";"0";"0";"0";"0";"0";"0";"30";"0"
"Sign language studies";"0302-1475";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"90";"0";"1996";"90";"80-94";"0";"0";"0";"0";"0";"0";"5";"0"
"Silesia antiqua";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"5";"0";"1994";"36/7";"259-60";"0";"0";"0";"0";"0";"0";"39";"0"
"Silesia antiqua";"0080-9594";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"39";"0";"2000";"41";"123-44";"0";"0";"0";"0";"0";"0";"32";"0"
"Slavia antiqua";"0080-9993";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"26";"0";"2007";"48";"0";"0";"0";"0";"0";"0";"0";"39";"0"
"Slavia antiqua";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"9";"0";"1996";"37";"0";"0";"0";"0";"0";"0";"0";"40";"0"
"Slovenska archeologia";"1335-0102";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"41";"1";"2006";"54";"2";"0";"0";"0";"0";"0";"0";"18";"0"
"Slovenska archeologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"11";"1";"1996";"44";"1";"0";"0";"0";"0";"0";"0";"57";"0"
"Slovenski Etnograf";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"16/17";"0";"1988";"33/4";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Slovensky narodopis";"1335-1303";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"47";"1";"2009";"57";"1";"0";"0";"0";"0";"0";"0";"29";"0"
"Slovensky narodopis";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"10";"4";"2004";"52";"4";"0";"0";"0";"0";"0";"0";"114";"0"
"Social analysis";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"0";"1999";"43";"1";"0";"0";"0";"0";"0";"0";"39";"0"
"Social Analysis";"0155-977X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"0";"3";"2008";"52";"3";"0";"0";"0";"0";"0";"0";"87";"0"
"Social and economic studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"11";"4";"1974";"23";"3";"0";"0";"0";"0";"0";"0";"38";"0"
"Social anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"1";"1A";"2005";"13";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Social Anthropology: The Journal of the European Association of social anthropologists";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"2";"3";"1995";"3";"2";"0";"0";"0";"0";"0";"0";"3";"0"
"Social networks";"0378-8733";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"4";"2009";"31";"2";"0";"0";"0";"0";"0";"0";"105";"0"
"Social networks";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"1";"1";"2005";"27";"2";"0";"0";"0";"0";"0";"0";"38";"0"
"Social Science";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"34";"1";"1995";"34";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Social science information";"0539-0184";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"35";"3";"2008";"47";"4";"0";"0";"0";"0";"0";"0";"37";"0"
"Social science information";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"2";"1";"2005";"44";"1";"0";"0";"0";"0";"0";"0";"121";"0"
"Social Science Research Council Newsletter";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"5";"0";"1983";"49";"0";"0";"0";"0";"0";"0";"0";"18";"0"
"Society of Malawi journal";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"18";"2";"2007";"60";"1";"0";"0";"0";"0";"0";"0";"54";"0"
"Sociologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"24";"3";"1966";"28";"4";"0";"0";"0";"0";"0";"0";"16";"0"
"Sociological review";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"11";"1";"2005";"53";"1";"0";"0";"0";"0";"0";"0";"65";"0"
"Sociological review";"0038-0261";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"44";"4";"2009";"57";"1";"0";"0";"0";"0";"0";"0";"38";"0"
"Sociological review NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"11";"2";"1980";"28";"4";"0";"0";"0";"0";"0";"0";"39";"0"
"Sociologicus";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"N.F.";"1";"1965";"N.F.";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Sociologus";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"N.F.";"1";"1995";"45";"1";"0";"0";"0";"0";"0";"0";"41";"0"
"Sociologus (New Series)";"0038-0377";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1951";"1";"0";"2008";"58";"2";"0";"0";"0";"0";"0";"0";"74";"0"
"Sociologus (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"46";"2";"1997";"47";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"Sociologus NF";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"13";"1";"1977";"27";"1";"0";"0";"0";"0";"0";"0";"18";"0"
"Sociologus NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"14";"2";"1975";"25";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"South African archaeological bulletin";"0038-1969";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1946";"1";"0";"2008";"63";"187";"0";"0";"0";"0";"0";"0";"80";"0"
"South African archaeological bulletin";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"17";"68";"1999";"54";"169";"0";"0";"0";"0";"0";"0";"77";"0"
"South African field Archaeology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"3";"2";"1994";"3";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"South African journal of ethnology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"1";"1";"1999";"22";"1";"0";"0";"0";"0";"0";"0";"38";"0"
"South African journal of science";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"58";"12";"1981";"77";"3";"0";"0";"0";"0";"0";"0";"146";"0"
"South American explorer";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"1";"1991";"30";"0";"0";"0";"0";"0";"0";"0";"23";"0"
"South Asia research";"0262-7280";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"19";"1";"2008";"28";"3";"0";"0";"0";"0";"0";"0";"20";"0"
"South Asia research";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"18";"2";"2005";"25";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"South Asian anthropologist";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"1";"1";"2004";"4";"2";"0";"0";"0";"0";"0";"0";"29";"0"
"South Asian anthropologist";"0257-7348";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"3";"1";"2008";"8";"2";"0";"0";"0";"0";"0";"0";"48";"0"
"South Asian popular culture";"1474-6689";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2003";"1";"1";"2009";"7";"1";"0";"0";"0";"0";"0";"0";"13";"0"
"South Dakota archaeology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"8/9";"0";"1992";"16";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"South Dakota Archeological Society Newsletter";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"0";"0";"1984";"14";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"South Pacific bulletin";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"13";"1";"1981";"31";"1";"0";"0";"0";"0";"0";"0";"63";"0"
"Southeast Asian studies";"0563-8682";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"34";"1";"2008";"46";"3";"0";"0";"0";"0";"0";"0";"40";"0"
"Southeast Asian studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"29";"0";"1999";"36";"4";"0";"0";"0";"0";"0";"0";"20";"0"
"Southeastern archaeology";"0734-578X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"1";"1";"2008";"27";"2";"0";"0";"0";"0";"0";"0";"54";"0"
"Southeastern archaeology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"0";"0";"2004";"23";"2";"0";"0";"0";"0";"0";"0";"15";"0"
"Southern African field archaeology";"1019-5785";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"5";"1";"2002";"11-12";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Southern African field archaeology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"1";"1";"1996";"5";"2";"0";"0";"0";"0";"0";"0";"6";"0"
"Southern African humanities";"1681-5564";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2002";"14";"0";"2006";"18";"2";"0";"0";"0";"0";"0";"0";"6";"0"
"Southwestern Jornal of Anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"18";"4";"1972";"28";"4";"0";"0";"0";"0";"0";"0";"41";"0"
"Sovetskaya Arkheologiya";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"1";"0";"1985";"0";"0";"0";"0";"0";"0";"0";"0";"87";"0"
"Sovetskaya etnografiya";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"6";"0";"1991";"6";"0";"0";"0";"0";"0";"0";"0";"145";"0"
"Sprawozdania archeologiczne";"0081-3834";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"50";"0";"2007";"59";"0";"0";"0";"0";"0";"0";"0";"90";"0"
"Sprawozdania archeologiczne";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"14";"0";"1996";"48";"0";"0";"0";"0";"0";"0";"0";"29";"0"
"Starinar";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"23";"0";"1996";"47";"0";"0";"0";"0";"0";"0";"0";"34";"0"
"Starinar";"0350-0241";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1971";"0";"0";"2006";"56";"0";"0";"0";"0";"0";"0";"0";"82";"0"
"Starinar NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"20";"0";"1971";"22";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Stredocesky vlastivedny Sbornik";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"14";"0";"1997";"15";"215";"0";"0";"0";"0";"0";"0";"3";"0"
"Stredocesky vlastivedny Sbornik";"0862-2043";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"16";"5-12";"2003";"21";"0";"0";"0";"0";"0";"0";"0";"27";"0"
"Strehlow Research Centre: occasional papers";"1327-9858";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"2";"0";"2005";"0";"4";"0";"0";"0";"0";"0";"0";"7";"0"
"Studi etno-antropologici e sociologici";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"15";"0";"2007";"35";"0";"0";"0";"0";"0";"0";"0";"27";"0"
"Studi si cercetari de antropologie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"21";"0";"1991";"28";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Studia africana";"1130-5703";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"11";"0";"2008";"0";"19";"0";"0";"0";"0";"0";"0";"24";"0"
"Studia albanica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1970";"7";"1";"2000";"33";"0";"0";"0";"0";"0";"0";"0";"52";"0"
"Studia comitatensia";"0133-3046";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"27";"0";"2004";"29";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Studia comitatensia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"1";"0";"1994";"24";"0";"0";"0";"0";"0";"0";"0";"22";"0"
"Studia ethnologica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"0";"0";"1990";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Studia fennica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"10";"1";"1990";"35";"0";"0";"0";"0";"0";"0";"0";"33";"0"
"Studia fennica Ethnologica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"2";"0";"1994";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Studia fennica folkloristiske";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"3";"0";"1994";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Studia fennica: ethnologica";"1235-1954";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"6";"0";"1999";"6";"265-9";"0";"0";"0";"0";"0";"0";"20";"0"
"Studia fennica: folklorica";"1235-1946";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"4";"0";"1998";"4";"403-27";"0";"0";"0";"0";"0";"0";"19";"0"
"Studia fennica: folkloristica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"1";"0";"1994";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Studia mythologica slavica";"1408-6271";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"1";"0";"2008";"11";"0";"0";"0";"0";"0";"0";"0";"36";"0"
"Studie Muzea Kromerizska";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"0";"1992";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Studies from the Research Institute for northern Culture Sapporo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"18";"0";"1965";"20";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Studies in Ethnomusicology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"2";"0";"1965";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Studies in European Society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"1";"0";"1973";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Studies in Folk Culture";"1736-1192";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2003";"1";"0";"2005";"5";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Studies in folklore and popular religion";"1406-1090";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"1";"0";"1999";"3";"245-67";"0";"0";"0";"0";"0";"0";"50";"0"
"Studies in Latin American popular culture";"0730-9193";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"19";"0";"2008";"27";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Studies in Latin American popular culture";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"11";"0";"1999";"18";"159-70";"0";"0";"0";"0";"0";"0";"8";"0"
"Studies in Linguistics";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"16";"1/2";"1974";"24";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Studies in Neapli history and society";"1025-5109";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"3";"2";"2004";"9";"2";"0";"0";"0";"0";"0";"0";"13";"0"
"Studies in Nepali history and society";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"3";"1";"1998";"3";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Studies in physical anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1975";"1";"1";"1990";"10";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Studies in speleology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"1";"1";"1991";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Studies in speleology";"0585-718X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"11";"0";"2007";"15";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Studies in the anthropology of visual communication";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"1";"1";"1979";"5";"2";"0";"0";"0";"0";"0";"0";"9";"0"
"Studies in visual communication";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"6";"1";"1985";"11";"0";"0";"0";"0";"0";"0";"0";"17";"0"
