"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Sbornik ti silentral? ykh gosudarstvennykh restavratsi ilionnykh masterskikh";"";"AveryIndex";"University of California";"1926";"1";"0";"1926";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Sbornik tsentral nykh gosudarstvennykh restauratsionnykh masterskikh";"";"AveryIndex";"University of California";"1928";"2";"0";"1928";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Sbornik tsentral? nykh gosudarstvennykh restauratsionnykh masterskikh";"";"AveryIndex";"University of California";"1926";"1";"0";"1928";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"SCA: revista de la Sociedad Central de Arquitectos";"";"AveryIndex";"University of California";"1985";"0";"133";"1985";"0";"135";"0";"0";"0";"0";"0";"0";"3";"0"
"Scenario";"";"AveryIndex";"University of California";"1969";"0";"2";"1969";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Scenic and historic America";"";"AveryIndex";"University of California";"1934";"3";"0";"1938";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Scho?ne Heim";"";"AveryIndex";"University of California";"1930";"1";"0";"1941";"13";"0";"0";"0";"0";"0";"0";"0";"24";"0"
"Scho?nen Ku?nste";"";"AveryIndex";"University of California";"1946";"1";"0";"1948";"0";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Scho||ne Heim";"";"AveryIndex";"University of California";"1938";"10";"0";"1938";"10";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Schone Heim";"";"AveryIndex";"University of California";"1938";"9";"0";"1938";"9";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"School executive";"";"AveryIndex";"University of California";"1946";"65";"0";"1950";"70";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Schwa?bische Museum";"";"AveryIndex";"University of California";"1932";"8";"0";"1932";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Schweizer Baumarkt";"";"AveryIndex";"University of California";"1988";"0";"11";"1988";"0";"11";"0";"0";"0";"0";"0";"0";"1";"0"
"Schweizer Baumarkt";"0255-6898";"AveryIndex";"University of California";"1985";"0";"0";"1992";"0";"1";"0";"0";"0";"0";"0";"0";"69";"0"
"Science and technology for cultural heritage";"1121-9122";"AveryIndex";"University of California";"1992";"1";"0";"2003";"12";"1-2";"0";"0";"0";"0";"0";"0";"13";"0"
"Scots magazine";"";"AveryIndex";"University of California";"1760";"22";"0";"1760";"22";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Scrapbook of art and artists of Chicago";"";"AveryIndex";"University of California";"1952";"0";"0";"1975";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Scribner's monthly";"";"AveryIndex";"University of California";"1878";"17";"0";"1900";"27";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Scroope: Cambridge architecture journal";"0966-1026";"AveryIndex";"University of California";"1996";"0";"8";"2006";"0";"18";"0";"0";"0";"0";"0";"0";"11";"0"
"Sculpture";"0889-728X";"AveryIndex";"University of California";"1989";"8";"2";"1989";"8";"6";"0";"0";"0";"0";"0";"0";"2";"0"
"Sculpture review";"0747-5284";"AveryIndex";"University of California";"1985";"34";"1";"1991";"40";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"SD : space design";"";"AveryIndex";"University of California";"1975";"0";"125";"1978";"0";"169";"0";"0";"0";"0";"0";"0";"35";"0"
"Seaport";"0734-6246";"AveryIndex";"University of California";"1988";"22";"1";"1988";"22";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Seaport";"";"AveryIndex";"University of California";"1981";"15";"1";"1982";"15";"4";"0";"0";"0";"0";"0";"0";"2";"0"
"Section a";"0715-9781";"AveryIndex";"University of California";"1983";"1";"1";"1986";"3";"4";"0";"0";"0";"0";"0";"0";"14";"0"
"Segnie Rita Nella Chiesa Altomedievale Occidentale";"0393-1050";"AveryIndex";"University of California";"1983";"0";"0";"1987";"0";"33";"0";"0";"0";"0";"0";"0";"3";"0"
"Selc?uklu aras?lrmalarl dergisi";"";"AveryIndex";"University of California";"1971";"0";"2";"1971";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Selected papers";"0820-8182";"AveryIndex";"University of California";"1983";"6";"0";"1983";"6";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Selected papers from the annual conference";"";"AveryIndex";"University of California";"1966";"0";"1";"1967";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Selected papers from the ASPO national planning conference";"";"AveryIndex";"University of California";"1971";"0";"0";"1971";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Selections";"";"AveryIndex";"University of California";"1966";"0";"1";"1973";"0";"12";"0";"0";"0";"0";"0";"0";"14";"0"
"Semester review";"";"AveryIndex";"University of California";"1968";"3";"1";"1968";"3";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Seminario de arte aragones";"0487-3491";"AveryIndex";"University of California";"1987";"41";"0";"1991";"45";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Seminario de arte aragones";"";"AveryIndex";"University of California";"1974";"19-21";"0";"1986";"40";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Seminarium Kondakovianum";"";"AveryIndex";"University of California";"1927";"1";"0";"1937";"7";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Seminarium Kondakovianum = Recueil d'e??tudes";"";"AveryIndex";"University of California";"1928";"2";"0";"1932";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Seminarium Kondakovianum =Recueil d'e??tudes";"";"AveryIndex";"University of California";"1933";"6";"0";"1933";"6";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Seminarium Kondakovianum. Re??cueil d'e??tudes ...";"";"AveryIndex";"University of California";"1931";"4";"0";"1933";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Seminarium Kondakovianum. Recueil d'e??tudes ...";"";"AveryIndex";"University of California";"1931";"4";"0";"1931";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Shelter";"";"AveryIndex";"University of California";"1932";"2";"0";"1939";"3";"8";"0";"0";"0";"0";"0";"0";"4";"0"
"Shikenchiku";"";"AveryIndex";"University of California";"1958";"33";"0";"1958";"33";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Shinkenchiku";"";"AveryIndex";"University of California";"1958";"33";"0";"1958";"33";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Sikentiku";"";"AveryIndex";"University of California";"1956";"31";"0";"1956";"31";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Simiolus";"0037-5411";"AveryIndex";"University of California";"1987";"17";"1";"1987";"17";"4";"0";"0";"0";"0";"0";"0";"2";"0"
"Sinkentiku";"";"AveryIndex";"University of California";"1955";"30";"0";"1965";"31";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Sinteza";"";"AveryIndex";"University of California";"1972";"0";"24-25";"1972";"0";"24-25";"0";"0";"0";"0";"0";"0";"1";"0"
"Sites";"0747-9409";"AveryIndex";"University of California";"1980";"0";"2";"1995";"0";"26";"0";"0";"0";"0";"0";"0";"14";"0"
"Sites";"";"AveryIndex";"University of California";"1979";"0";"1";"1983";"0";"11";"0";"0";"0";"0";"0";"0";"7";"0"
"Sites et monuments";"";"AveryIndex";"University of California";"1959";"0";"5";"1993";"0";"143";"0";"0";"0";"0";"0";"0";"21";"0"
"Sites et monuments";"0489-0280";"AveryIndex";"University of California";"1976";"0";"73";"1997";"0";"157";"0";"0";"0";"0";"0";"0";"55";"0"
"Skala";"0900-0518";"AveryIndex";"University of California";"1988";"0";"15";"1994";"0";"30";"0";"0";"0";"0";"0";"0";"14";"0"
"Sketch book";"";"AveryIndex";"University of California";"1904";"3";"0";"1906";"6";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Skrifter";"";"AveryIndex";"University of California";"1939";"1";"0";"1974";"34";"2";"0";"0";"0";"0";"0";"0";"4";"0"
"Skrifter Utgivna";"";"AveryIndex";"University of California";"1954";"1";"0";"1974";"34";"2";"0";"0";"0";"0";"0";"0";"9";"0"
"Skrifter Utgivna av Svenska Institutet i Rom";"";"AveryIndex";"University of California";"1976";"11";"0";"1976";"11";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Skrifter Utgivna. Opuscula Romana";"";"AveryIndex";"University of California";"1954";"1";"0";"1968";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Skrifter. Opuscula Romana";"";"AveryIndex";"University of California";"1954";"1";"0";"1968";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Skyline";"0612-6981";"AveryIndex";"University of California";"1982";"0";"0";"1982";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Skyline";"0162-6981";"AveryIndex";"University of California";"1978";"0";"0";"1983";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Skyline";"";"AveryIndex";"University of California";"1978";"0";"0";"1978";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Smithsonian";"";"AveryIndex";"University of California";"1974";"5";"4";"1976";"6";"4";"0";"0";"0";"0";"0";"0";"8";"0"
"Smithsonian magazine";"";"AveryIndex";"University of California";"1974";"5";"6";"1975";"6";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Smithsonian studies in American art";"0890-4901";"AveryIndex";"University of California";"1987";"1";"1";"1989";"3";"3";"0";"0";"0";"0";"0";"0";"5";"0"
"Socie??te?? arche??ologique du Vendomois";"";"AveryIndex";"University of California";"1876";"15";"0";"1877";"16";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Socie??te?? Centrale des Architectes. Confe??rence faites au sie??ge de la socie??te??";"";"AveryIndex";"University of California";"1884";"0";"0";"1884";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Socie??te?? des amis de la cathe??drale de strasbourg";"";"AveryIndex";"University of California";"1970";"0";"9";"1970";"0";"9";"0";"0";"0";"0";"0";"0";"1";"0"
"Socie??te?? des amis des monuments parisiens";"";"AveryIndex";"University of California";"1885";"0";"0";"1937";"57";"11";"0";"0";"0";"0";"0";"0";"14";"0"
"Socie??te?? des antiquaires de l'Ouest";"";"AveryIndex";"University of California";"1857";"23";"0";"1882";"4";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Sociedade e territo??rio";"";"AveryIndex";"University of California";"1985";"1";"2";"1985";"1";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Societe de l'Histoire de l'Art Francais. Bulletin.";"0020-0026";"AveryIndex";"University of California";"1955";"1";"1";"1975";"20";"5";"0";"0";"0";"0";"0";"0";"69";"0"
"Society for Industrial Archeology. Newsletter.";"";"AveryIndex";"University of California";"1977";"6";"5";"1977";"6";"5";"0";"0";"0";"0";"0";"0";"1";"0"
"Society for the Preservation of Long Island Antiques. Preservation Notes";"";"AveryIndex";"University of California";"1977";"13";"3";"1977";"13";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Society for the Preservation of New England Antiquities. Bulletin.";"";"AveryIndex";"University of California";"1977";"66";"3-4";"1977";"68";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Socio-economic planning sciences";"";"AveryIndex";"University of California";"1967";"1";"1";"1973";"7";"6";"0";"0";"0";"0";"0";"0";"12";"0"
"Sofiii ail";"";"AveryIndex";"University of California";"1914";"1";"0";"1914";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Soleils";"";"AveryIndex";"University of California";"1947";"1";"0";"1947";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"SOM journal";"";"AveryIndex";"University of California";"2001";"1";"0";"2006";"4";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Soobshcheniii ail";"";"AveryIndex";"University of California";"1926";"1";"0";"1929";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Source: notes in the history of art";"";"AveryIndex";"University of California";"1996";"15";"4";"1996";"15";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Source: notes in the history of art";"0737-4453";"AveryIndex";"University of California";"1983";"2";"2";"2004";"24";"1";"0";"0";"0";"0";"0";"0";"32";"0"
"South African architect";"";"AveryIndex";"University of California";"1998";"0";"0";"2002";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"South African architectural record";"";"AveryIndex";"University of California";"1936";"21";"0";"1968";"54";"3";"0";"0";"0";"0";"0";"0";"49";"0"
"South Carolina architecture";"";"AveryIndex";"University of California";"1994";"0";"0";"1994";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"South Street reporter";"";"AveryIndex";"University of California";"1977";"11";"3";"1977";"11";"4";"0";"0";"0";"0";"0";"0";"3";"0"
"South Street Reporter.";"";"AveryIndex";"University of California";"1978";"12";"1";"1978";"12";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"South Street Seaport reporter";"";"AveryIndex";"University of California";"1975";"9";"1";"1976";"10";"4";"0";"0";"0";"0";"0";"0";"5";"0"
"Southeast Asia building";"0129-6175";"AveryIndex";"University of California";"1989";"0";"0";"1989";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Southeastern College Art Conference Review";"";"AveryIndex";"University of California";"1977";"9";"2";"1988";"11";"3";"0";"0";"0";"0";"0";"0";"8";"0"
"Southern accents";"";"AveryIndex";"University of California";"1979";"2";"2";"1992";"15";"8";"0";"0";"0";"0";"0";"0";"2";"0"
"Southern accents";"0419-516X";"AveryIndex";"University of California";"1982";"5";"3";"1982";"5";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Southern accents";"0144-516X";"AveryIndex";"University of California";"1990";"13";"9";"1990";"13";"9";"0";"0";"0";"0";"0";"0";"1";"0"
"Southern accents";"0149-616X";"AveryIndex";"University of California";"1983";"6";"4";"1983";"6";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Southern architect";"";"AveryIndex";"University of California";"1928";"54";"0";"1932";"58";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Southern architect and building news";"";"AveryIndex";"University of California";"1902";"13";"4";"1932";"58";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Southern architecture and urban development";"0894-5357";"AveryIndex";"University of California";"1982";"1";"1";"1987";"5";"3";"0";"0";"0";"0";"0";"0";"9";"0"
"Sovetskoe iskusstvo";"";"AveryIndex";"University of California";"1928";"4";"2";"1928";"4";"6";"0";"0";"0";"0";"0";"0";"4";"0"
"Sovetskoe isskustvo";"";"AveryIndex";"University of California";"1928";"4";"4";"1928";"4";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Soviet archaeology";"0038-5034";"AveryIndex";"University of California";"1984";"0";"3";"1988";"0";"3";"0";"0";"0";"0";"0";"0";"6";"0"
"Space design";"0536-9991";"AveryIndex";"University of California";"1979";"0";"8";"1979";"0";"8";"0";"0";"0";"0";"0";"0";"1";"0"
"Space design";"";"AveryIndex";"University of California";"1975";"0";"126";"1981";"0";"4199";"0";"0";"0";"0";"0";"0";"47";"0"
"Space design";"0663-0991";"AveryIndex";"University of California";"1988";"0";"290";"1988";"0";"290";"0";"0";"0";"0";"0";"0";"1";"0"
"Space Design";"0563-0991";"AveryIndex";"University of California";"1975";"0";"127";"2000";"0";"9432";"0";"0";"0";"0";"0";"0";"249";"0"
"Spazio";"";"AveryIndex";"University of California";"1931";"0";"4";"1952";"0";"7";"0";"0";"0";"0";"0";"0";"15";"0"
"Spazio e societa??";"0397-4947";"AveryIndex";"University of California";"1994";"17";"68";"1994";"17";"68";"0";"0";"0";"0";"0";"0";"1";"0"
"Spazio e societa??";"";"AveryIndex";"University of California";"1998";"20";"81";"1998";"20";"81";"0";"0";"0";"0";"0";"0";"1";"0"
"Spazio e societa??";"0392-4947";"AveryIndex";"University of California";"1982";"5";"17";"2001";"23";"93";"0";"0";"0";"0";"0";"0";"65";"0"
"Spiegel";"";"AveryIndex";"University of California";"1923";"0";"0";"1924";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Sta?del-Jahrbuch";"";"AveryIndex";"University of California";"1921";"1";"0";"1987";"11";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Sta?dtebau";"";"AveryIndex";"University of California";"1904";"1";"0";"1939";"34";"0";"0";"0";"0";"0";"0";"0";"93";"0"
"Sta?dtebauliche Vortra?ge";"";"AveryIndex";"University of California";"1908";"1";"1";"1918";"8";"4";"0";"0";"0";"0";"0";"0";"53";"0"
"Stadel-Jahrbuch";"";"AveryIndex";"University of California";"1922";"2";"0";"1922";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Stadt";"0722-8352";"AveryIndex";"University of California";"1984";"31";"3";"1986";"33";"4";"0";"0";"0";"0";"0";"0";"11";"0"
"Stained glass";"";"AveryIndex";"University of California";"1931";"26";"0";"1976";"71";"4";"0";"0";"0";"0";"0";"0";"63";"0"
"Stained glass quarterly";"0038-9161";"AveryIndex";"University of California";"1978";"73";"2";"1989";"84";"2";"0";"0";"0";"0";"0";"0";"19";"0"
"Staleta Praha";"";"AveryIndex";"University of California";"1965";"1";"0";"1969";"4";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Stanford museum";"0085-6665";"AveryIndex";"University of California";"1984";"14-15";"0";"1984";"14-15";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Starinar";"";"AveryIndex";"University of California";"1977";"28-29";"0";"1977";"28-29";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Starinar. Belgrade";"";"AveryIndex";"University of California";"1962";"13-14";"0";"1969";"20";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Starinar. Belgrade. Nouvelle se??rie";"";"AveryIndex";"University of California";"1962";"13-14";"0";"1962";"13-14";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Starye gody";"";"AveryIndex";"University of California";"1905";"6";"0";"1944";"3";"0";"0";"0";"0";"0";"0";"0";"76";"0"
"Stedebouw &amp; Volkshuisvesting";"";"AveryIndex";"University of California";"1971";"52";"0";"1971";"52";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Stedebouw and volkshuisvesting";"";"AveryIndex";"University of California";"1960";"41";"3";"1975";"56";"12";"0";"0";"0";"0";"0";"0";"2";"0"
"Stedebouw en volkshuisvesting";"";"AveryIndex";"University of California";"1959";"40";"11";"1972";"53";"10";"0";"0";"0";"0";"0";"0";"7";"0"
"Stedebouw en volkshuisvesting";"0039-0879";"AveryIndex";"University of California";"1975";"56";"0";"1989";"70";"3";"0";"0";"0";"0";"0";"0";"26";"0"
"Stedebouw und volkshuisvesting";"";"AveryIndex";"University of California";"1963";"0";"0";"1963";"44";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Stevens Institute indicator";"";"AveryIndex";"University of California";"1904";"21";"1";"1904";"21";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Stiekerein und Spitzen";"";"AveryIndex";"University of California";"1932";"32";"6";"1932";"32";"6";"0";"0";"0";"0";"0";"0";"1";"0"
"Stile";"";"AveryIndex";"University of California";"1941";"0";"1";"1947";"5-6";"0";"0";"0";"0";"0";"0";"0";"71";"0"
"Stile futurista";"";"AveryIndex";"University of California";"1935";"8";"8-9";"1935";"8";"8-9";"0";"0";"0";"0";"0";"0";"1";"0"
"Storia architettura";"";"AveryIndex";"University of California";"1974";"1";"1";"1992";"15";"1";"0";"0";"0";"0";"0";"0";"18";"0"
"Storia architettura";"0390-4253";"AveryIndex";"University of California";"1978";"3";"1-2";"1984";"7";"1-2";"0";"0";"0";"0";"0";"0";"2";"0"
"Storia dell'arte";"";"AveryIndex";"University of California";"1975";"0";"23";"1980";"38-40";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Storia dell'arte";"0587-1131";"AveryIndex";"University of California";"1981";"0";"42";"1982";"0";"45";"0";"0";"0";"0";"0";"0";"5";"0"
"Storia dell'arte";"0392-4513";"AveryIndex";"University of California";"1977";"0";"24-25";"1991";"0";"72";"0";"0";"0";"0";"0";"0";"21";"0"
"Storia della citta??";"";"AveryIndex";"University of California";"1976";"0";"1";"1990";"15";"54-56";"0";"0";"0";"0";"0";"0";"40";"0"
"Storia urbana";"";"AveryIndex";"University of California";"1985";"9";"32";"1995";"19";"72";"0";"0";"0";"0";"0";"0";"34";"0"
"Street";"";"AveryIndex";"University of California";"1975";"0";"14";"1975";"0";"14";"0";"0";"0";"0";"0";"0";"1";"0"
"Stroitel? stvo Moskvy";"";"AveryIndex";"University of California";"1936";"12";"0";"1936";"13";"8";"0";"0";"0";"0";"0";"0";"3";"0"
"Structurist";"0081-6027";"AveryIndex";"University of California";"1975";"0";"15-16";"2007";"0";"47-48";"0";"0";"0";"0";"0";"0";"11";"0"
"Structurist";"";"AveryIndex";"University of California";"1961";"0";"2";"1973";"0";"13-14";"0";"0";"0";"0";"0";"0";"10";"0"
"Structurist";"0081-6207";"AveryIndex";"University of California";"1983";"0";"23-24";"1983";"0";"23-24";"0";"0";"0";"0";"0";"0";"1";"0"
"Student publication";"";"AveryIndex";"University of California";"1951";"0";"1";"1978";"26";"0";"0";"0";"0";"0";"0";"0";"27";"0"
"Student Publication of the School of Design at North Carolina State University";"";"AveryIndex";"University of California";"1985";"29";"0";"1985";"29";"0";"0";"0";"0";"0";"0";"0";"1";"0"
